age,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee,tenure_days,watch_per_fee_ratio,is_heavy_complainer,is_new_customer,gender_Male,gender_Other,country_Canada,country_France,country_Germany,country_India,country_Ireland,country_UK,country_USA,subscription_type_Premium,subscription_type_Standard
26,11.24,75.98,0,0,0,0,8.84,829,1.2714932126696834,0,0,False,False,False,True,False,False,False,False,False,False,False
30,1.46,69.24,1,0,0,0,8.36,637,0.17464114832535885,0,0,False,False,False,True,False,False,False,False,False,False,False
23,1.41,62.7,3,1,1,0,13.96,188,0.10100286532951289,1,0,True,False,False,False,False,False,True,False,False,False,True
23,7.77,80.38,0,0,0,0,13.68,565,0.5679824561403508,0,0,False,False,False,False,False,False,False,True,False,False,True
37,27.75,35.82,0,0,0,0,13.8,192,2.010869565217391,0,0,True,False,False,False,False,False,False,False,False,False,True
69,14.21,70.8,0,0,0,0,17.41,315,0.8161975875933372,0,0,False,False,False,False,False,True,False,False,False,True,False
70,0.8,22.34,0,0,0,1,17.91,894,0.0446677833612507,0,0,False,False,False,False,False,False,False,False,True,True,False
20,5.06,72.0,0,1,1,0,13.95,84,0.36272401433691753,0,1,False,False,True,False,False,False,False,False,False,False,True
34,9.17,54.52,2,1,0,1,14.06,605,0.6522048364153628,1,0,True,False,False,True,False,False,False,False,False,False,True
66,17.17,46.5,2,0,0,1,8.3,62,2.068674698795181,1,1,True,False,False,False,False,True,False,False,False,False,False
29,14.73,43.32,1,0,0,1,18.08,587,0.814712389380531,0,0,True,False,True,False,False,False,False,False,False,True,False
65,1.7,4.1,1,1,1,0,17.7,760,0.096045197740113,0,0,False,False,False,False,False,True,False,False,False,True,False
64,7.69,75.91,1,0,0,0,8.62,1022,0.8921113689095129,0,0,True,False,False,False,False,False,True,False,False,False,False
62,17.5,87.24,1,1,0,0,14.6,830,1.1986301369863015,0,0,False,False,False,False,True,False,False,False,False,False,True
72,1.1,81.82,1,1,1,1,18.55,225,0.05929919137466307,0,0,False,True,False,False,False,True,False,False,False,True,False
18,5.91,81.95,2,0,0,1,9.29,477,0.636167922497309,1,0,False,False,False,True,False,False,False,False,False,False,False
34,5.42,35.55,1,0,0,1,8.89,954,0.6096737907761529,0,0,False,False,False,False,False,False,False,False,False,False,False
20,4.63,77.86,2,0,1,0,9.57,121,0.48380355276907,1,0,True,False,False,False,True,False,False,False,False,False,False
43,2.64,55.79,1,0,0,1,9.35,637,0.28235294117647064,0,0,True,False,False,True,False,False,False,False,False,False,False
32,9.38,46.88,0,0,1,1,9.28,315,1.0107758620689657,0,0,True,False,True,False,False,False,False,False,False,False,False
53,13.11,65.44,0,1,1,0,8.95,903,1.464804469273743,0,0,False,False,False,True,False,False,False,False,False,False,False
49,4.73,75.11,1,0,0,1,9.29,131,0.5091496232508074,0,0,True,False,False,False,True,False,False,False,False,False,False
49,5.51,64.72,0,1,1,0,18.08,169,0.3047566371681416,0,0,False,False,False,False,False,True,False,False,False,True,False
21,7.48,69.6,1,0,1,0,8.51,864,0.8789659224441834,0,0,True,False,False,False,False,False,False,False,False,False,False
35,2.12,54.69,1,0,1,1,14.6,295,0.1452054794520548,0,0,True,False,False,False,False,False,False,False,False,False,True
66,15.2,54.87,1,0,0,0,8.94,602,1.7002237136465324,0,0,False,False,False,False,False,False,False,True,False,False,False
36,5.04,34.3,0,1,0,0,8.63,564,0.5840092699884125,0,0,True,False,False,True,False,False,False,False,False,False,False
60,10.58,48.92,2,1,0,0,18.37,552,0.5759390310288514,1,0,True,False,False,False,True,False,False,False,False,True,False
69,5.97,42.39,0,0,0,1,18.06,45,0.33056478405315615,0,1,False,False,False,False,False,False,False,True,False,True,False
52,10.73,73.86,0,0,0,0,13.63,590,0.7872340425531915,0,0,True,False,True,False,False,False,False,False,False,False,True
57,4.48,34.44,2,0,0,0,14.02,907,0.31954350927246794,1,0,True,False,True,False,False,False,False,False,False,False,True
31,14.36,67.92,0,0,0,0,14.8,365,0.9702702702702701,0,0,True,False,True,False,False,False,False,False,False,False,True
50,20.5,76.47,0,0,0,0,9.46,939,2.1670190274841437,0,0,False,False,False,False,False,False,True,False,False,False,False
31,2.2,63.19,1,0,0,0,9.3,199,0.23655913978494625,0,0,False,True,False,False,True,False,False,False,False,False,False
51,1.75,46.88,1,1,0,0,14.04,942,0.12464387464387465,0,0,False,False,False,False,False,False,False,False,True,False,True
72,8.89,17.97,0,1,0,0,16.81,148,0.5288518738845925,0,0,True,False,False,False,False,False,False,False,False,True,False
21,9.19,57.56,1,0,0,0,9.52,1095,0.9653361344537815,0,0,True,False,False,False,False,False,False,False,True,False,False
41,2.63,30.92,0,1,0,0,14.61,1042,0.18001368925393565,0,0,True,False,True,False,False,False,False,False,False,False,True
46,7.27,23.9,1,0,0,0,8.32,39,0.8737980769230769,0,1,False,True,False,False,False,True,False,False,False,False,False
36,13.67,80.09,2,1,0,0,8.95,459,1.5273743016759778,1,0,True,False,False,True,False,False,False,False,False,False,False
23,1.95,21.1,0,0,0,1,13.6,78,0.14338235294117646,0,1,True,False,False,False,False,True,False,False,False,False,True
74,17.76,14.95,0,1,0,0,9.62,236,1.8461538461538465,0,0,False,False,False,False,True,False,False,False,False,False,False
50,12.25,17.76,0,1,0,1,18.62,543,0.6578947368421052,0,0,False,True,False,False,False,True,False,False,False,True,False
66,1.57,39.85,1,0,1,1,12.94,66,0.12132921174652242,0,1,True,False,False,False,False,False,False,True,False,False,True
57,10.62,41.21,2,0,0,0,9.82,247,1.0814663951120163,1,0,True,False,False,True,False,False,False,False,False,False,False
36,8.78,56.04,0,0,0,0,13.83,209,0.6348517715112074,0,0,True,False,False,True,False,False,False,False,False,False,True
70,15.68,61.04,1,0,1,1,13.23,159,1.1851851851851851,0,0,True,False,False,False,False,False,False,False,True,False,True
18,2.02,8.12,0,0,0,1,9.04,640,0.22345132743362833,0,0,False,False,False,False,False,True,False,False,False,False,False
22,7.94,41.25,1,0,0,1,14.08,688,0.5639204545454546,0,0,False,False,True,False,False,False,False,False,False,False,True
44,10.9,17.14,1,1,0,0,13.78,388,0.79100145137881,0,0,False,False,False,False,False,False,False,False,True,False,True
33,12.08,52.84,1,0,1,0,9.41,656,1.283740701381509,0,0,True,False,False,False,False,False,False,False,True,False,False
23,6.02,30.19,0,0,1,1,17.81,1057,0.33801235261089274,0,0,True,False,False,False,False,False,False,False,False,True,False
57,5.07,56.01,0,0,1,0,8.48,535,0.597877358490566,0,0,True,False,False,False,False,False,False,False,True,False,False
30,12.28,43.69,0,0,0,0,9.75,847,1.2594871794871794,0,0,True,False,True,False,False,False,False,False,False,False,False
65,9.92,59.3,0,0,0,0,13.76,823,0.7209302325581396,0,0,False,False,False,False,False,False,False,False,False,False,True
52,11.6,59.98,2,0,0,0,9.24,868,1.2554112554112553,1,0,True,False,False,True,False,False,False,False,False,False,False
36,19.97,27.34,0,0,0,0,13.97,652,1.429491768074445,0,0,True,False,True,False,False,False,False,False,False,False,True
29,3.23,41.21,0,0,1,1,14.25,658,0.22666666666666666,0,0,True,False,False,False,False,False,True,False,False,False,True
33,8.31,1.83,0,0,1,0,8.81,126,0.9432463110102157,0,0,True,False,False,True,False,False,False,False,False,False,False
60,11.7,32.12,0,0,0,0,18.24,848,0.6414473684210527,0,0,True,False,False,True,False,False,False,False,False,True,False
27,9.77,45.68,1,0,0,1,14.03,628,0.6963649322879544,0,0,False,False,False,False,False,True,False,False,False,False,True
42,7.36,42.82,0,0,0,0,14.37,963,0.512178148921364,0,0,True,False,False,False,False,False,True,False,False,False,True
37,7.12,40.27,1,0,0,1,9.26,458,0.7688984881209504,0,0,False,False,False,False,False,True,False,False,False,False,False
48,9.05,58.5,1,1,0,0,8.38,572,1.0799522673031026,0,0,True,False,False,False,False,False,True,False,False,False,False
21,5.06,56.53,0,0,1,1,13.91,396,0.36376707404744785,0,0,True,False,False,False,False,False,False,False,True,False,True
61,4.04,52.88,2,1,0,0,17.74,1098,0.2277339346110485,1,0,False,False,False,False,True,False,False,False,False,True,False
40,4.13,32.21,0,0,0,0,9.84,81,0.41971544715447157,0,1,True,False,True,False,False,False,False,False,False,False,False
19,5.96,43.13,0,0,0,1,14.94,593,0.3989290495314592,0,0,False,False,False,False,False,False,True,False,False,False,True
73,16.67,31.01,1,0,0,1,13.8,528,1.2079710144927538,0,0,True,False,False,True,False,False,False,False,False,False,True
39,9.78,39.49,1,0,0,0,9.04,1006,1.081858407079646,0,0,False,False,False,True,False,False,False,False,False,False,False
68,6.86,63.56,2,1,0,1,13.88,352,0.4942363112391931,1,0,False,False,False,False,True,False,False,False,False,False,True
74,5.48,63.87,1,0,0,0,9.06,585,0.6048565121412803,0,0,False,False,False,False,False,False,True,False,False,False,False
54,14.64,32.42,0,1,0,0,9.02,248,1.6230598669623062,0,0,False,False,False,True,False,False,False,False,False,False,False
25,4.11,29.94,1,0,0,1,9.27,563,0.4433656957928803,0,0,False,False,False,False,False,True,False,False,False,False,False
24,4.69,87.77,0,0,0,0,9.16,671,0.5120087336244542,0,0,True,False,False,False,False,False,True,False,False,False,False
31,6.98,14.22,1,0,1,0,9.56,548,0.7301255230125523,0,0,False,False,False,False,True,False,False,False,False,False,False
73,9.41,62.05,3,0,0,1,18.56,73,0.5070043103448276,1,1,False,False,False,False,False,False,True,False,False,True,False
72,12.95,16.33,1,0,0,1,13.51,94,0.9585492227979274,0,0,True,False,False,False,False,False,False,False,True,False,True
20,17.69,35.77,1,1,0,0,9.19,275,1.924918389553863,0,0,True,False,False,False,False,False,False,False,True,False,False
67,5.61,54.88,1,1,0,1,13.88,1016,0.404178674351585,0,0,False,False,False,False,False,False,False,False,False,False,True
33,14.03,70.93,0,1,1,0,13.75,187,1.0203636363636364,0,0,False,False,False,False,False,False,False,False,True,False,True
72,24.14,39.56,1,0,0,0,9.51,967,2.538380651945321,0,0,True,False,False,False,False,False,False,True,False,False,False
36,5.42,85.98,0,1,0,0,9.17,1078,0.5910577971646674,0,0,False,False,False,False,False,False,False,False,False,False,False
68,26.53,72.33,1,0,0,0,8.63,854,3.074159907300116,0,0,True,False,False,False,False,False,True,False,False,False,False
35,3.03,55.85,0,0,0,0,8.6,189,0.3523255813953488,0,0,True,False,False,False,False,False,False,True,False,False,False
69,8.09,15.27,1,0,0,1,18.37,847,0.44039194338595533,0,0,False,False,True,False,False,False,False,False,False,True,False
33,10.49,74.5,0,0,1,0,13.87,1034,0.756308579668349,0,0,True,False,False,False,True,False,False,False,False,False,True
25,4.85,84.09,1,0,0,1,18.36,104,0.26416122004357295,0,0,False,False,True,False,False,False,False,False,False,True,False
50,6.18,83.49,0,1,0,0,13.82,167,0.447178002894356,0,0,True,False,False,False,False,False,False,True,False,False,True
66,4.91,48.99,0,1,0,0,9.5,508,0.5168421052631579,0,0,True,False,False,True,False,False,False,False,False,False,False
29,4.9,77.1,1,0,1,0,18.23,582,0.26878771256171147,0,0,True,False,False,False,False,False,False,False,True,True,False
70,9.84,57.78,0,1,0,1,9.18,416,1.0718954248366013,0,0,False,False,False,False,False,True,False,False,False,False,False
28,3.65,35.63,0,0,0,1,9.09,501,0.40154015401540155,0,0,True,False,False,False,False,False,True,False,False,False,False
22,5.03,61.53,0,0,0,1,13.48,338,0.37314540059347184,0,0,True,False,False,False,False,False,False,False,False,False,True
44,1.91,41.38,0,0,0,1,8.62,916,0.22157772621809746,0,0,True,False,False,True,False,False,False,False,False,False,False
29,14.81,73.23,0,0,0,0,9.17,730,1.6150490730643403,0,0,True,False,False,False,False,True,False,False,False,False,False
34,19.69,27.84,1,0,0,0,14.14,1029,1.3925035360678926,0,0,True,False,False,True,False,False,False,False,False,False,True
23,4.67,34.81,0,1,0,0,17.6,981,0.26534090909090907,0,0,True,False,False,False,False,True,False,False,False,True,False
50,14.37,11.06,1,0,0,0,8.99,815,1.5984427141268074,0,0,False,False,False,False,False,False,True,False,False,False,False
22,9.24,62.32,0,0,0,0,9.19,334,1.0054406964091405,0,0,True,False,False,False,False,False,False,False,True,False,False
74,3.15,73.04,0,0,0,1,13.91,131,0.22645578720345075,0,0,False,False,False,False,False,False,True,False,False,False,True
45,12.6,30.17,0,1,0,1,14.05,804,0.8967971530249109,0,0,False,False,False,False,True,False,False,False,False,False,True
31,1.38,39.58,1,0,0,1,8.59,601,0.16065192083818391,0,0,True,False,False,False,False,True,False,False,False,False,False
22,7.94,56.1,1,0,0,1,17.82,177,0.44556677890011226,0,0,True,False,False,False,True,False,False,False,False,True,False
71,7.11,84.43,0,0,0,0,14.06,626,0.5056899004267426,0,0,False,False,False,True,False,False,False,False,False,False,True
73,11.03,45.5,1,0,1,1,14.02,1007,0.7867332382310984,0,0,False,False,False,False,True,False,False,False,False,False,True
50,6.09,86.95,0,0,1,0,17.51,528,0.3478012564249,0,0,True,False,True,False,False,False,False,False,False,True,False
67,9.84,53.76,0,1,0,0,17.56,184,0.5603644646924829,0,0,False,False,False,True,False,False,False,False,False,True,False
65,16.72,50.84,0,0,0,0,8.62,259,1.939675174013921,0,0,True,False,False,False,False,False,False,False,True,False,False
58,6.5,61.29,0,0,0,1,8.93,187,0.7278835386338186,0,0,True,False,False,False,True,False,False,False,False,False,False
36,2.85,12.32,1,1,0,1,14.09,952,0.20227111426543648,0,0,True,False,False,False,False,False,False,True,False,False,True
39,4.87,32.44,1,1,0,1,18.05,597,0.2698060941828255,0,0,False,False,False,False,True,False,False,False,False,True,False
22,8.66,46.65,2,1,1,0,13.89,328,0.6234701223902087,1,0,False,False,False,False,False,False,False,False,False,False,True
19,11.84,45.22,0,0,1,0,13.7,795,0.8642335766423358,0,0,False,False,True,False,False,False,False,False,False,False,True
47,8.4,56.35,0,0,0,0,13.6,594,0.6176470588235294,0,0,True,False,False,False,False,False,False,True,False,False,True
64,3.66,19.88,2,0,0,1,9.23,496,0.39653304442036835,1,0,False,False,False,False,False,True,False,False,False,False,False
56,3.65,76.83,1,1,0,1,18.34,515,0.1990185387131952,0,0,True,False,False,False,False,False,False,False,True,True,False
21,5.72,21.78,2,0,0,0,14.5,473,0.39448275862068966,1,0,False,False,False,False,False,False,False,False,True,False,True
50,23.29,64.82,0,0,1,0,18.02,934,1.2924528301886793,0,0,True,False,False,False,False,False,False,False,False,True,False
30,3.33,18.75,1,0,0,1,14.23,892,0.23401264933239635,0,0,True,False,False,False,False,True,False,False,False,False,True
37,7.45,42.08,0,0,0,0,18.44,955,0.40401301518438176,0,0,True,False,False,False,True,False,False,False,False,True,False
71,13.7,86.59,1,0,0,0,7.85,321,1.7452229299363058,0,0,False,False,False,False,False,False,False,True,False,False,False
24,15.11,63.7,0,1,0,0,14.17,781,1.0663373323923782,0,0,True,False,False,False,False,False,False,False,False,False,True
32,9.38,45.6,1,0,0,0,18.03,904,0.5202440377149196,0,0,True,False,False,False,False,False,False,True,False,True,False
40,10.05,22.56,0,0,0,0,14.04,692,0.7158119658119659,0,0,True,False,False,False,True,False,False,False,False,False,True
31,11.15,10.51,0,1,0,0,13.73,949,0.8120903131828113,0,0,False,True,False,False,False,True,False,False,False,False,True
40,7.4,62.01,0,1,1,0,9.19,938,0.8052230685527748,0,0,False,False,False,False,True,False,False,False,False,False,False
36,3.74,52.04,0,0,0,0,13.99,153,0.2673338098641887,0,0,False,False,False,False,False,False,True,False,False,False,True
71,10.11,78.68,1,0,0,0,18.15,97,0.5570247933884298,0,0,True,False,False,False,False,False,True,False,False,True,False
46,5.0,7.52,1,0,0,0,9.11,504,0.5488474204171241,0,0,True,False,False,False,True,False,False,False,False,False,False
73,2.6,5.13,0,0,0,1,13.99,387,0.18584703359542531,0,0,False,False,True,False,False,False,False,False,False,False,True
37,15.16,53.16,1,0,1,1,14.65,550,1.0348122866894198,0,0,True,False,False,False,False,False,False,False,False,False,True
46,3.82,58.02,0,1,0,0,8.55,862,0.4467836257309941,0,0,True,False,False,False,False,False,True,False,False,False,False
41,4.67,68.81,0,0,0,0,8.45,653,0.5526627218934912,0,0,True,False,False,True,False,False,False,False,False,False,False
35,8.71,12.52,1,1,1,1,13.7,456,0.6357664233576643,0,0,False,False,False,False,True,False,False,False,False,False,True
27,1.73,17.77,1,0,0,1,9.1,1038,0.19010989010989013,0,0,True,False,False,True,False,False,False,False,False,False,False
58,5.74,86.59,1,0,1,0,18.29,472,0.3138326954620011,0,0,False,False,False,True,False,False,False,False,False,True,False
74,17.27,14.62,1,1,1,0,13.51,630,1.2783123612139156,0,0,False,False,False,False,False,False,False,True,False,False,True
25,5.63,42.4,0,0,1,0,9.37,791,0.6008537886872999,0,0,True,False,False,False,False,False,False,False,False,False,False
43,3.7,54.24,0,0,0,1,8.72,984,0.4243119266055046,0,0,True,False,False,False,False,True,False,False,False,False,False
46,2.52,62.47,1,0,0,1,14.0,516,0.18,0,0,False,True,False,False,False,False,True,False,False,False,True
27,7.04,68.89,1,1,1,0,14.68,768,0.4795640326975477,0,0,False,False,False,False,False,True,False,False,False,False,True
34,3.52,67.85,0,0,1,0,8.78,677,0.40091116173120733,0,0,False,False,True,False,False,False,False,False,False,False,False
19,15.91,26.36,1,0,0,0,14.17,925,1.1227946365561046,0,0,False,False,False,False,False,False,False,False,False,False,True
23,1.66,49.27,0,1,0,1,17.78,34,0.09336332958380202,0,1,True,False,False,False,False,False,False,False,False,True,False
22,21.23,17.05,0,1,0,0,9.21,661,2.305103148751357,0,0,False,False,False,False,False,False,False,False,True,False,False
45,8.92,62.1,2,0,1,0,9.44,906,0.9449152542372882,1,0,True,False,False,False,False,False,False,True,False,False,False
58,1.22,21.56,0,0,0,1,18.42,1015,0.06623235613463625,0,0,False,False,True,False,False,False,False,False,False,True,False
22,4.24,10.85,2,0,0,1,9.35,55,0.453475935828877,1,1,False,False,False,True,False,False,False,False,False,False,False
35,14.39,38.92,0,1,1,0,18.88,191,0.7621822033898306,0,0,False,False,True,False,False,False,False,False,False,True,False
43,6.75,43.71,0,1,0,0,9.13,774,0.7393209200438116,0,0,False,False,False,False,False,True,False,False,False,False,False
37,7.66,34.24,0,0,0,0,9.3,562,0.8236559139784946,0,0,False,False,True,False,False,False,False,False,False,False,False
58,3.06,69.62,1,0,0,0,9.46,912,0.32346723044397463,0,0,True,False,False,False,False,False,False,True,False,False,False
66,6.78,48.59,1,0,0,0,8.75,439,0.7748571428571429,0,0,False,False,True,False,False,False,False,False,False,False,False
44,3.22,18.4,0,1,0,0,8.74,884,0.368421052631579,0,0,True,False,False,False,False,False,False,False,True,False,False
66,5.89,54.16,0,0,1,0,8.53,930,0.690504103165299,0,0,False,False,False,False,False,False,True,False,False,False,False
29,14.61,59.45,0,0,0,0,8.88,38,1.64527027027027,0,1,True,False,False,False,False,False,False,True,False,False,False
24,4.1,13.35,0,1,0,0,9.22,79,0.4446854663774403,0,1,True,False,True,False,False,False,False,False,False,False,False
20,5.81,41.75,0,1,0,1,14.05,471,0.4135231316725978,0,0,False,False,False,False,True,False,False,False,False,False,True
27,3.8,77.46,0,0,0,1,18.46,65,0.20585048754062837,0,1,False,True,False,False,False,False,True,False,False,True,False
51,13.26,43.67,0,0,1,0,18.22,147,0.7277716794731065,0,0,True,False,False,False,False,True,False,False,False,True,False
42,5.69,55.19,1,1,0,0,12.85,731,0.4428015564202335,0,0,False,False,False,True,False,False,False,False,False,False,True
52,7.69,55.94,0,0,1,1,17.88,783,0.43008948545861303,0,0,False,False,False,False,False,False,False,False,False,True,False
33,8.23,56.96,1,0,0,1,9.74,259,0.8449691991786448,0,0,False,False,False,False,False,False,False,True,False,False,False
19,10.42,65.04,0,1,0,0,7.92,589,1.3156565656565657,0,0,True,False,False,False,True,False,False,False,False,False,False
41,15.12,45.24,1,1,1,0,8.56,237,1.7663551401869158,0,0,False,False,False,False,False,False,False,False,False,False,False
27,4.64,27.71,0,0,1,0,13.75,268,0.33745454545454545,0,0,False,False,False,False,True,False,False,False,False,False,True
55,7.74,82.04,1,0,1,0,18.25,896,0.4241095890410959,0,0,True,False,True,False,False,False,False,False,False,True,False
39,1.65,19.96,1,0,0,1,14.72,77,0.11209239130434781,0,1,False,False,False,True,False,False,False,False,False,False,True
43,7.12,76.48,1,1,0,0,9.49,786,0.750263435194942,0,0,False,False,False,False,False,False,False,True,False,False,False
60,12.81,79.94,1,1,0,0,13.81,546,0.9275887038377987,0,0,False,False,False,True,False,False,False,False,False,False,True
72,8.52,90.54,1,0,0,0,8.81,234,0.967082860385925,0,0,True,False,False,True,False,False,False,False,False,False,False
56,7.11,75.12,1,0,0,1,13.63,119,0.5216434336023478,0,0,True,False,False,False,False,True,False,False,False,False,True
44,3.78,17.07,1,1,0,1,14.29,529,0.26452064380685797,0,0,False,False,True,False,False,False,False,False,False,False,True
46,10.51,22.12,0,1,0,0,8.66,1073,1.2136258660508084,0,0,True,False,False,False,False,False,False,False,False,False,False
64,5.2,29.08,0,0,1,0,8.66,36,0.6004618937644342,0,1,False,False,False,False,False,True,False,False,False,False,False
55,3.92,79.58,1,0,0,1,14.44,351,0.27146814404432135,0,0,True,False,False,True,False,False,False,False,False,False,True
37,6.32,8.74,0,0,1,0,14.5,297,0.43586206896551727,0,0,True,False,False,False,False,False,False,False,True,False,True
44,7.23,24.18,1,0,0,1,8.97,325,0.8060200668896321,0,0,True,False,False,False,True,False,False,False,False,False,False
58,7.81,40.2,0,0,0,0,14.23,599,0.5488404778636683,0,0,False,False,False,False,False,False,False,False,True,False,True
71,1.33,29.49,1,0,0,1,17.84,293,0.07455156950672646,0,0,True,False,False,False,False,False,False,False,False,True,False
37,3.92,33.52,0,0,0,1,8.43,119,0.465005931198102,0,0,False,False,True,False,False,False,False,False,False,False,False
61,13.99,50.12,0,1,0,0,8.43,882,1.6595492289442468,0,0,False,False,False,False,False,True,False,False,False,False,False
36,14.69,9.89,1,0,0,0,14.03,517,1.0470420527441198,0,0,False,False,False,False,False,True,False,False,False,False,True
37,7.28,74.29,2,0,0,0,13.87,430,0.5248738284066331,1,0,False,False,False,False,False,True,False,False,False,False,True
52,16.51,6.23,0,1,0,0,9.07,386,1.820286659316428,0,0,True,False,False,False,False,False,True,False,False,False,False
64,8.55,49.47,0,0,0,0,9.08,784,0.9416299559471366,0,0,True,False,False,False,True,False,False,False,False,False,False
19,8.66,32.41,1,0,1,1,8.78,528,0.9863325740318908,0,0,True,False,False,False,False,False,True,False,False,False,False
47,5.99,92.05,0,0,1,0,13.63,863,0.43947175348495965,0,0,False,False,False,False,False,False,False,True,False,False,True
70,6.97,28.35,0,1,0,0,9.47,464,0.7360084477296726,0,0,False,False,False,False,True,False,False,False,False,False,False
51,3.81,19.11,1,1,0,1,14.24,148,0.2675561797752809,0,0,True,False,False,False,False,False,False,False,True,False,True
39,11.07,48.51,1,1,0,0,17.71,1052,0.6250705815923208,0,0,True,False,False,False,False,False,True,False,False,True,False
20,5.97,33.05,0,1,1,0,17.85,377,0.334453781512605,0,0,False,False,False,False,False,False,False,False,False,True,False
23,12.6,47.77,2,0,0,0,13.55,568,0.9298892988929889,1,0,True,False,False,False,False,False,False,True,False,False,True
32,10.82,27.55,0,0,0,0,14.62,559,0.7400820793433653,0,0,False,False,False,False,True,False,False,False,False,False,True
44,13.17,15.75,0,0,0,1,18.84,332,0.6990445859872612,0,0,True,False,False,False,False,True,False,False,False,True,False
27,11.81,80.07,1,1,0,0,18.62,231,0.6342642320085929,0,0,False,True,False,False,False,False,False,False,False,True,False
26,11.02,58.91,0,0,1,0,17.15,185,0.6425655976676385,0,0,True,False,False,True,False,False,False,False,False,True,False
50,8.27,36.41,0,0,0,1,8.52,43,0.9706572769953051,0,1,True,False,False,False,False,False,False,True,False,False,False
49,8.05,42.87,0,0,1,1,9.3,1073,0.8655913978494624,0,0,True,False,False,False,False,False,False,False,True,False,False
65,4.88,74.78,0,0,0,0,18.62,785,0.26208378088077333,0,0,True,False,False,False,False,True,False,False,False,True,False
23,4.46,88.33,3,0,0,0,17.62,918,0.2531214528944381,1,0,True,False,False,False,False,False,False,False,False,True,False
58,10.24,71.88,0,0,1,0,13.85,474,0.7393501805054152,0,0,True,False,False,False,True,False,False,False,False,False,True
53,6.34,67.79,0,0,0,1,17.65,151,0.3592067988668555,0,0,False,False,False,False,False,False,False,True,False,True,False
19,8.78,9.17,1,1,1,1,13.37,213,0.6566940912490651,0,0,True,False,True,False,False,False,False,False,False,False,True
46,7.36,26.19,1,0,1,0,13.75,700,0.5352727272727273,0,0,False,False,False,True,False,False,False,False,False,False,True
21,8.01,36.81,0,0,1,1,8.82,78,0.9081632653061223,0,1,True,False,False,False,True,False,False,False,False,False,False
18,15.6,45.3,0,0,0,0,14.54,210,1.0729023383768914,0,0,False,False,False,False,True,False,False,False,False,False,True
36,11.81,35.75,1,0,0,0,14.14,170,0.8352192362093352,0,0,False,False,False,False,False,True,False,False,False,False,True
43,11.44,60.93,0,0,0,1,17.93,559,0.6380368098159509,0,0,True,False,False,False,True,False,False,False,False,True,False
42,13.16,41.63,0,0,0,0,14.55,613,0.90446735395189,0,0,True,False,False,False,False,True,False,False,False,False,True
27,9.99,65.2,0,1,0,0,18.35,500,0.5444141689373296,0,0,True,False,False,False,True,False,False,False,False,True,False
70,3.09,47.47,0,0,0,1,17.83,172,0.17330342120022435,0,0,True,False,True,False,False,False,False,False,False,True,False
32,10.28,93.13,0,0,0,0,9.29,736,1.1065662002152852,0,0,False,False,False,False,False,False,False,False,False,False,False
39,9.35,30.27,1,0,0,1,8.12,323,1.1514778325123154,0,0,False,False,False,False,False,False,False,False,False,False,False
68,2.06,17.08,1,1,0,1,14.5,451,0.14206896551724138,0,0,False,False,False,False,False,False,False,False,False,False,True
65,12.0,12.76,0,0,0,0,9.1,593,1.3186813186813187,0,0,False,False,False,False,False,False,False,False,True,False,False
38,5.97,65.25,0,1,0,0,13.86,446,0.43073593073593075,0,0,False,True,True,False,False,False,False,False,False,False,True
73,8.65,46.02,0,1,0,0,8.88,690,0.9740990990990991,0,0,False,False,True,False,False,False,False,False,False,False,False
39,8.17,72.63,1,1,0,0,8.3,942,0.9843373493975903,0,0,False,False,False,True,False,False,False,False,False,False,False
53,6.87,83.05,0,0,0,1,8.84,88,0.7771493212669683,0,1,False,False,False,False,False,False,False,True,False,False,False
51,6.56,98.33,0,0,0,0,9.35,1045,0.7016042780748662,0,0,True,False,False,False,False,False,True,False,False,False,False
47,2.77,86.37,0,0,1,1,8.94,287,0.3098434004474273,0,0,True,False,False,False,False,False,False,False,False,False,False
42,6.47,79.93,1,1,0,0,18.21,822,0.35529928610653483,0,0,False,False,False,False,False,False,True,False,False,True,False
62,3.49,77.91,2,1,0,0,8.93,560,0.39081746920492727,1,0,True,False,False,False,False,False,False,True,False,False,False
45,3.82,48.54,0,0,0,1,18.37,195,0.2079477408818726,0,0,True,False,True,False,False,False,False,False,False,True,False
18,6.84,63.4,0,1,1,0,17.24,1078,0.39675174013921116,0,0,True,False,False,False,False,False,False,True,False,True,False
66,5.51,72.54,0,0,0,1,17.22,33,0.3199767711962834,0,1,True,False,False,False,True,False,False,False,False,True,False
62,7.46,36.03,0,0,0,1,13.99,32,0.5332380271622588,0,1,False,False,False,False,False,False,False,True,False,False,True
21,3.15,35.93,1,0,1,1,14.18,447,0.22214386459802538,0,0,True,False,False,False,False,False,False,True,False,False,True
24,21.47,58.41,0,0,0,0,8.94,391,2.401565995525727,0,0,False,False,False,False,False,True,False,False,False,False,False
66,2.8,48.0,0,1,0,1,9.22,935,0.30368763557483724,0,0,False,False,False,False,True,False,False,False,False,False,False
26,8.86,74.81,1,1,1,0,18.11,398,0.48923246824958583,0,0,True,False,False,False,False,True,False,False,False,True,False
53,6.46,29.57,1,1,0,0,7.97,568,0.8105395232120451,0,0,False,False,False,False,False,False,True,False,False,False,False
