user_id,age,gender,signup_date,last_active_date,country,subscription_type,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee
5974,27,Male,2026-02-19,2026-08-15,UK,Basic,20.33,61.38,0,0,1,0,9.34
5975,56,Female,2024-05-28,2026-06-06,UK,Premium,8.11,45.14,2,0,0,1,18.31
5976,70,Female,2026-01-14,2026-08-17,France,Basic,3.22,37.61,0,1,1,0,8.86
5977,32,Female,2025-04-13,2026-06-14,USA,Premium,9.93,41.25,2,0,0,1,17.97
5978,32,Female,2024-07-29,2026-08-16,Germany,Standard,18.4,78.49,3,0,1,0,14.12
5979,21,Female,2024-02-02,2026-06-07,France,Premium,4.47,54.24,0,0,0,1,17.47
5980,49,Other,2024-08-14,2026-08-17,Germany,Basic,11.33,42.78,2,1,1,0,8.88
5981,40,Female,2024-02-21,2026-08-15,Ireland,Basic,6.15,57.44,1,0,1,0,9.06
5982,72,Female,2025-06-01,2026-07-01,Australia,Premium,1.72,87.76,0,1,0,1,18.0
5983,23,Male,2024-12-20,2026-05-09,USA,Basic,2.14,65.19,1,0,1,1,9.81
5984,41,Female,2025-09-14,2026-04-28,UK,Standard,13.67,42.61,0,0,0,1,13.96
5985,37,Male,2023-09-29,2026-08-10,India,Basic,16.2,71.36,0,1,0,0,8.35
5986,54,Male,2025-09-07,2026-08-10,UK,Standard,2.77,13.34,2,1,1,0,14.06
5987,37,Male,2023-10-05,2026-08-14,Canada,Premium,6.79,18.62,0,1,0,0,17.79
5988,29,Female,2025-07-18,2026-08-16,Australia,Premium,11.69,17.89,1,0,0,0,18.07
5989,50,Female,2025-01-12,2026-08-18,UK,Basic,28.06,78.33,1,0,0,0,8.34
5990,45,Female,2024-11-23,2026-08-14,Germany,Basic,14.12,53.5,0,1,0,0,9.18
5991,25,Male,2023-12-28,2026-08-18,UK,Premium,21.35,81.07,0,0,0,0,18.3
5992,18,Female,2025-03-28,2026-08-03,France,Premium,9.86,13.74,1,0,0,1,18.04
5993,54,Female,2023-11-13,2026-08-19,Germany,Basic,1.66,21.33,1,0,1,0,8.6
5994,39,Male,2023-12-24,2026-06-26,Germany,Standard,1.52,35.88,1,0,0,1,14.16
5995,23,Male,2026-07-07,2026-08-10,USA,Basic,7.06,57.99,1,0,0,0,8.78
5996,38,Male,2026-06-23,2026-08-16,UK,Premium,11.43,42.45,1,1,1,0,18.15
5997,49,Female,2026-03-01,2026-08-10,USA,Basic,4.65,45.16,0,0,0,0,9.05
5998,52,Female,2024-12-08,2026-05-23,India,Standard,2.94,80.64,2,0,0,1,13.18
5999,32,Male,2025-04-04,2026-08-17,India,Standard,10.46,91.23,0,0,1,0,14.47
6000,22,Other,2025-09-07,2026-04-27,Australia,Premium,19.77,34.22,1,0,1,1,18.31
6001,73,Male,2025-05-02,2026-08-16,Germany,Premium,19.01,65.51,2,1,0,0,18.65
6002,63,Male,2025-09-28,2026-08-13,France,Basic,6.59,40.41,0,0,1,0,8.36
6003,67,Male,2025-06-12,2026-04-25,France,Standard,0.8,71.17,0,0,0,1,13.27
6004,65,Male,2024-06-29,2026-07-07,India,Premium,5.73,17.23,3,0,0,1,17.96
6005,23,Male,2025-10-31,2026-08-13,Australia,Standard,17.66,42.4,2,1,0,0,13.52
6006,42,Male,2024-03-26,2026-07-25,UK,Standard,4.74,54.01,0,0,0,1,13.87
6007,73,Female,2025-07-09,2026-05-02,Australia,Standard,3.85,23.47,1,0,0,1,13.86
6008,63,Male,2024-12-13,2026-08-17,Australia,Basic,9.0,71.76,0,0,0,0,8.96
6009,73,Female,2024-05-13,2026-08-10,UK,Standard,11.75,69.65,1,0,1,0,13.5
6010,57,Female,2025-04-06,2026-08-17,USA,Basic,10.97,6.45,3,1,0,0,8.7
6011,46,Male,2024-07-19,2026-08-12,USA,Standard,8.02,41.31,1,1,0,0,13.98
6012,24,Female,2023-11-22,2026-04-22,Germany,Premium,1.31,49.57,1,0,0,1,17.59
6013,57,Male,2026-06-04,2026-08-16,France,Basic,17.85,62.26,0,1,0,0,9.17
6014,30,Female,2023-12-17,2026-08-13,Germany,Standard,4.71,18.85,1,1,0,0,14.91
6015,55,Female,2026-06-27,2026-08-16,UK,Basic,6.37,43.41,0,1,0,0,8.67
6016,35,Male,2024-04-11,2026-08-16,UK,Basic,4.3,23.56,0,0,0,0,9.02
6017,19,Female,2025-06-13,2026-06-01,Ireland,Premium,8.49,35.6,1,0,0,1,17.73
6018,25,Female,2023-09-07,2026-08-11,Ireland,Standard,5.28,84.12,2,0,0,0,13.57
6019,28,Female,2025-10-11,2026-08-15,Canada,Basic,8.49,42.7,0,0,0,0,9.03
6020,50,Female,2026-04-19,2026-08-15,France,Standard,14.06,73.09,0,0,0,0,14.34
6021,71,Male,2024-09-03,2026-04-25,India,Standard,5.07,51.76,0,0,0,1,14.52
6022,55,Female,2025-09-14,2026-06-30,Germany,Basic,2.06,38.35,0,0,0,1,8.66
6023,65,Male,2024-02-14,2026-08-10,Australia,Standard,5.73,39.8,0,1,0,0,14.14
6024,44,Male,2026-07-14,2026-07-14,India,Basic,5.71,47.99,2,0,0,1,9.86
6025,37,Male,2023-08-19,2026-08-16,Canada,Standard,5.79,57.1,0,1,1,0,13.93
6026,29,Male,2024-05-24,2026-08-16,India,Basic,2.87,50.24,1,1,0,0,9.95
6027,60,Female,2026-06-08,2026-08-03,France,Basic,9.81,62.51,1,0,0,1,8.63
6028,48,Female,2024-07-26,2026-08-17,France,Basic,7.13,83.44,0,1,0,0,8.22
6029,44,Female,2026-01-01,2026-08-15,France,Basic,4.68,67.97,0,0,0,0,9.67
6030,49,Male,2024-02-07,2026-05-13,Canada,Premium,2.35,54.74,0,1,0,1,18.13
6031,27,Female,2024-09-22,2026-08-10,USA,Basic,9.21,63.54,0,0,0,0,8.84
6032,20,Female,2025-01-19,2026-07-24,Australia,Basic,6.46,63.68,0,1,1,1,9.53
6033,62,Male,2025-12-07,2026-08-16,France,Premium,18.65,32.72,1,0,0,0,18.53
6034,44,Male,2024-10-26,2026-08-14,USA,Standard,0.57,81.59,1,1,0,0,14.26
6035,52,Female,2023-12-18,2026-08-18,France,Basic,13.44,82.93,0,1,0,0,8.57
6036,48,Female,2026-01-08,2026-08-16,Ireland,Premium,16.08,40.65,1,1,1,0,17.75
6037,32,Female,2025-01-29,2026-08-15,Canada,Basic,9.53,72.82,0,0,1,0,9.1
6038,33,Female,2025-03-27,2026-07-20,India,Standard,6.58,18.22,1,1,0,1,14.72
6039,30,Female,2025-05-17,2026-08-17,Ireland,Basic,11.87,49.54,0,0,0,0,9.1
6040,66,Male,2023-12-19,2026-08-10,Australia,Standard,8.06,53.56,0,1,0,0,13.81
6041,52,Female,2024-01-22,2026-08-19,France,Standard,10.82,62.99,0,0,0,0,14.55
6042,69,Male,2024-12-20,2026-08-12,Australia,Basic,2.43,71.96,1,0,0,0,8.56
6043,28,Female,2026-04-01,2026-08-11,Germany,Standard,5.34,33.89,1,0,0,0,13.68
6044,38,Female,2025-12-21,2026-05-25,France,Standard,6.99,3.79,1,0,0,1,13.79
6045,68,Female,2024-03-22,2026-08-14,UK,Standard,8.15,49.35,0,0,0,0,14.48
6046,71,Other,2024-02-24,2026-05-12,USA,Premium,2.42,47.88,0,1,0,1,17.02
6047,28,Male,2023-11-07,2026-08-17,Germany,Standard,4.1,30.83,1,0,1,0,13.92
6048,47,Female,2023-10-29,2026-05-20,India,Standard,1.47,27.65,1,0,0,1,13.93
6049,65,Female,2024-12-27,2026-08-10,Germany,Standard,5.65,82.33,0,0,0,0,14.33
6050,70,Other,2023-09-01,2026-08-16,India,Standard,9.2,62.2,0,0,0,0,13.49
6051,52,Female,2024-09-23,2026-05-10,USA,Basic,13.55,31.11,1,0,0,1,8.77
6052,39,Male,2025-08-05,2026-06-17,USA,Standard,15.62,23.73,0,1,0,1,13.92
6053,55,Female,2024-01-03,2026-08-12,Australia,Standard,19.73,54.49,0,0,0,0,12.81
6054,48,Female,2024-09-08,2026-06-20,Australia,Premium,11.09,69.58,0,0,0,1,18.48
6055,31,Male,2025-11-12,2026-08-16,Canada,Standard,19.58,40.06,1,0,1,0,14.34
6056,41,Female,2025-09-05,2026-07-15,Ireland,Basic,10.05,23.09,1,0,1,1,8.67
6057,67,Female,2024-02-17,2026-08-17,Australia,Standard,11.72,31.8,1,0,0,0,14.1
6058,66,Female,2026-01-13,2026-06-09,Germany,Premium,5.02,38.48,0,0,1,1,18.3
6059,49,Male,2024-07-26,2026-08-16,Canada,Premium,12.98,82.95,0,0,0,0,18.4
6060,53,Female,2023-09-08,2026-08-17,India,Premium,5.68,68.47,0,1,0,0,18.4
6061,49,Female,2026-05-03,2026-08-13,Canada,Premium,7.79,72.89,1,0,0,0,18.27
6062,72,Female,2025-01-21,2026-08-12,Germany,Basic,8.04,92.31,0,0,0,0,9.43
6063,32,Male,2024-01-09,2026-08-18,Australia,Standard,7.94,41.1,2,0,0,0,14.22
6064,60,Male,2024-11-09,2026-08-15,France,Standard,3.55,67.41,1,1,0,0,13.46
6065,52,Female,2025-09-19,2026-05-17,India,Basic,4.78,3.92,0,0,1,1,9.07
6066,20,Female,2026-01-03,2026-08-14,Germany,Basic,8.82,33.72,0,1,0,0,8.86
6067,33,Male,2025-01-13,2026-06-22,UK,Premium,4.94,20.44,1,0,0,1,18.04
6068,22,Male,2023-09-07,2026-06-22,Australia,Standard,4.27,65.68,0,0,0,1,13.41
6069,38,Male,2026-01-19,2026-05-22,Ireland,Premium,5.07,46.52,0,0,0,1,16.9
6070,27,Female,2024-11-21,2026-06-27,India,Premium,12.29,49.11,4,1,1,1,18.74
6071,36,Male,2026-04-29,2026-08-15,Germany,Basic,7.66,21.34,0,0,0,0,9.14
6072,42,Male,2026-04-19,2026-07-11,Australia,Premium,7.81,48.63,0,1,1,1,18.36
6073,21,Male,2024-11-11,2026-07-30,USA,Basic,8.22,64.8,0,0,0,1,9.58
6074,46,Female,2024-12-25,2026-08-14,UK,Standard,11.96,66.98,4,0,0,0,13.66
6075,36,Male,2024-12-17,2026-07-20,India,Basic,2.81,68.01,1,1,0,1,9.11
6076,60,Male,2023-10-24,2026-08-17,India,Basic,9.09,59.3,0,0,1,0,8.96
6077,19,Female,2024-06-07,2026-07-05,Ireland,Premium,0.59,33.06,2,0,0,1,18.21
6078,27,Male,2024-03-20,2026-08-10,Australia,Basic,4.93,19.51,0,1,0,0,8.36
6079,60,Male,2024-10-08,2026-07-17,USA,Standard,6.64,21.93,1,1,0,1,14.17
6080,42,Female,2024-05-20,2026-05-05,Australia,Basic,9.74,56.27,0,0,0,1,9.08
6081,37,Male,2025-04-01,2026-08-16,USA,Basic,7.49,18.53,0,1,0,0,8.87
6082,65,Female,2025-03-04,2026-05-17,Ireland,Basic,3.69,43.37,0,0,0,1,8.28
6083,36,Male,2025-12-02,2026-06-22,UK,Standard,15.19,42.44,0,0,0,1,14.55
6084,40,Female,2024-02-24,2026-08-18,India,Basic,11.98,76.34,0,0,1,0,8.87
6085,41,Male,2023-09-12,2026-07-02,USA,Basic,13.78,73.35,1,0,0,1,8.54
6086,28,Female,2024-08-30,2026-05-11,Canada,Standard,1.67,6.3,1,0,0,1,13.43
6087,63,Male,2025-12-24,2026-08-12,Ireland,Basic,22.43,48.16,0,0,0,0,9.34
6088,51,Male,2026-03-12,2026-06-22,Ireland,Standard,4.63,47.78,0,0,0,1,13.71
6089,72,Female,2024-07-08,2026-07-14,Germany,Premium,5.17,25.46,0,0,0,1,17.56
6090,45,Other,2025-07-02,2026-08-10,UK,Basic,5.37,31.2,0,0,0,0,8.89
6091,22,Male,2025-07-24,2026-08-17,Canada,Standard,11.94,60.68,1,0,0,0,14.15
6092,22,Female,2024-06-20,2026-08-15,Canada,Standard,8.36,66.6,1,0,1,0,14.73
6093,68,Male,2023-12-21,2026-06-24,Germany,Standard,2.71,14.89,0,0,1,1,13.48
6094,38,Female,2024-10-11,2026-08-17,USA,Standard,2.38,56.76,1,0,1,0,14.27
6095,29,Male,2025-07-31,2026-08-15,USA,Premium,4.72,38.22,0,1,0,0,18.45
6096,67,Female,2026-04-12,2026-08-13,France,Basic,9.85,76.38,2,0,0,0,9.44
6097,21,Male,2024-07-20,2026-08-15,France,Premium,5.76,11.34,0,0,0,0,18.33
6098,71,Male,2025-09-23,2026-08-10,Canada,Premium,19.79,30.72,0,0,0,0,18.08
6099,66,Male,2024-11-19,2026-04-25,UK,Premium,2.14,49.59,2,0,0,1,19.04
6100,59,Male,2024-02-20,2026-08-10,USA,Standard,17.58,91.67,0,1,1,0,14.2
6101,37,Female,2025-12-30,2026-07-08,Ireland,Premium,4.63,40.81,1,1,0,1,18.32
6102,55,Other,2023-09-10,2026-08-15,Australia,Basic,16.06,77.64,0,0,1,0,9.47
6103,42,Female,2026-03-31,2026-08-14,Germany,Standard,13.8,56.17,0,0,0,0,13.96
6104,31,Male,2025-07-05,2026-06-19,UK,Basic,6.25,54.56,0,0,1,1,8.78
6105,28,Male,2024-06-26,2026-08-12,USA,Premium,3.68,54.67,1,0,0,0,17.72
6106,49,Female,2023-12-10,2026-08-14,Australia,Standard,15.02,35.63,0,0,0,0,13.92
6107,28,Other,2024-05-16,2026-08-16,Canada,Basic,4.77,24.6,0,0,0,0,8.95
6108,35,Male,2025-08-18,2026-05-13,Germany,Premium,6.33,35.34,0,0,0,1,17.57
6109,44,Female,2025-12-11,2026-08-14,USA,Standard,18.41,61.48,0,1,0,0,13.61
6110,72,Other,2023-10-13,2026-06-10,Canada,Standard,1.85,20.14,1,1,0,1,14.67
6111,71,Female,2024-06-21,2026-08-17,USA,Basic,4.0,81.15,0,0,0,0,9.61
6112,35,Male,2024-08-31,2026-06-13,Germany,Premium,7.34,6.26,1,0,0,1,18.84
6113,73,Male,2026-03-25,2026-08-19,Ireland,Standard,7.54,55.32,0,0,0,0,14.31
6114,40,Female,2026-01-28,2026-06-06,India,Standard,5.12,93.61,0,0,0,1,14.05
6115,28,Female,2025-09-05,2026-05-25,Ireland,Standard,10.38,22.43,1,0,0,1,14.19
6116,38,Male,2025-05-06,2026-08-17,India,Standard,26.39,56.88,0,0,0,0,13.61
6117,61,Male,2025-06-01,2026-08-10,Australia,Standard,14.23,64.4,1,1,0,0,13.55
6118,22,Female,2023-09-27,2026-08-15,Canada,Basic,5.03,26.43,0,1,1,0,8.83
6119,40,Male,2023-12-14,2026-08-13,India,Basic,15.01,62.02,0,0,0,0,9.1
6120,58,Male,2026-04-29,2026-08-15,Ireland,Standard,9.08,41.99,2,0,1,0,13.52
6121,42,Female,2023-11-05,2026-08-11,Germany,Premium,3.48,2.92,0,0,1,0,17.8
6122,58,Female,2025-03-15,2026-05-08,Canada,Standard,2.41,25.99,0,1,0,1,13.86
6123,71,Female,2026-07-15,2026-07-15,USA,Basic,2.5,13.93,0,0,0,1,9.27
6124,27,Male,2024-08-15,2026-05-17,India,Basic,3.56,25.21,0,0,0,1,8.87
6125,39,Female,2025-08-08,2026-08-11,France,Standard,15.43,54.48,1,0,1,0,13.96
6126,36,Female,2025-02-02,2026-05-19,India,Premium,1.84,87.4,0,1,0,1,17.93
6127,18,Male,2024-10-02,2026-08-15,UK,Basic,7.95,22.93,0,0,1,0,8.9
6128,24,Female,2023-12-09,2026-08-17,India,Standard,7.97,58.22,0,1,1,0,14.13
6129,21,Male,2025-04-26,2026-08-13,India,Basic,10.09,25.51,0,1,1,0,8.86
6130,18,Male,2023-09-29,2026-08-13,USA,Basic,9.45,41.31,0,0,0,0,8.83
6131,32,Male,2024-01-15,2026-08-14,Germany,Basic,23.33,57.21,1,1,0,0,8.87
6132,57,Male,2023-12-10,2026-08-16,Australia,Premium,8.84,29.58,1,1,0,0,17.49
6133,29,Male,2025-12-19,2026-08-13,Canada,Premium,3.97,96.55,1,0,1,0,18.36
6134,39,Female,2024-02-02,2026-08-17,USA,Basic,19.94,55.37,0,0,0,0,9.03
6135,39,Male,2025-07-13,2026-08-17,Canada,Standard,6.81,36.32,0,0,1,0,13.73
6136,67,Other,2024-10-06,2026-08-15,France,Basic,6.81,63.09,0,1,1,0,8.63
6137,64,Female,2025-03-01,2026-08-10,Ireland,Standard,15.04,27.25,0,1,0,0,13.53
6138,34,Male,2023-11-11,2026-08-10,UK,Standard,1.87,93.56,1,1,0,0,14.65
6139,46,Male,2024-12-22,2026-05-05,France,Basic,6.93,30.26,0,0,1,1,9.3
6140,63,Female,2025-08-22,2026-08-19,Germany,Basic,6.35,38.55,0,1,0,0,8.77
6141,31,Female,2025-12-21,2026-08-17,USA,Premium,3.37,79.5,0,0,0,0,18.3
6142,67,Male,2025-10-05,2026-07-04,UK,Standard,4.72,97.78,0,1,0,1,14.59
6143,37,Male,2024-11-18,2026-07-30,India,Basic,9.18,11.27,2,0,0,1,9.04
6144,67,Female,2026-02-05,2026-06-23,Germany,Standard,9.05,44.05,0,0,0,1,13.61
6145,65,Male,2026-03-17,2026-06-18,France,Premium,10.67,9.84,2,1,0,1,18.05
6146,50,Female,2023-08-30,2026-08-14,Germany,Standard,5.19,84.71,0,1,0,0,13.78
6147,72,Female,2025-10-20,2026-07-16,Australia,Standard,3.07,41.52,0,1,0,1,14.08
6148,60,Male,2023-09-10,2026-08-14,France,Standard,6.58,69.05,1,0,0,0,14.14
6149,32,Male,2024-11-13,2026-08-10,France,Standard,11.05,65.95,2,1,0,0,13.22
6150,29,Male,2025-10-18,2026-08-15,Ireland,Standard,23.29,15.9,0,0,0,0,13.52
6151,57,Female,2023-09-24,2026-05-10,Australia,Premium,8.46,77.97,0,0,0,1,18.33
6152,71,Male,2023-10-09,2026-08-10,Australia,Basic,18.43,86.0,1,1,0,0,9.22
6153,37,Male,2026-04-15,2026-05-26,Canada,Standard,7.24,44.3,0,0,0,1,13.69
6154,47,Female,2025-10-17,2026-06-10,Canada,Basic,9.53,57.04,0,0,0,1,8.46
6155,55,Male,2024-05-12,2026-08-19,India,Basic,12.28,79.08,2,0,0,0,8.83
6156,20,Female,2025-08-23,2026-08-03,UK,Standard,20.06,13.95,1,1,0,1,13.32
6157,45,Female,2025-12-28,2026-06-23,Ireland,Premium,4.03,45.37,2,0,0,1,18.59
6158,73,Male,2026-04-09,2026-08-11,France,Basic,8.86,74.29,0,1,1,0,9.51
6159,43,Female,2023-10-21,2026-08-17,Germany,Premium,15.47,53.57,1,0,0,0,18.21
6160,47,Female,2023-12-09,2026-08-19,India,Basic,1.98,83.4,2,0,1,0,9.29
6161,30,Male,2025-07-26,2026-08-16,Ireland,Basic,19.92,53.37,0,1,0,0,8.88
6162,30,Male,2026-06-12,2026-08-10,Ireland,Basic,7.32,79.54,1,0,0,0,8.45
6163,19,Male,2025-09-17,2026-07-31,France,Standard,7.49,40.93,1,1,0,1,13.16
6164,54,Female,2024-02-18,2026-08-13,France,Standard,15.8,37.19,2,0,1,0,14.38
6165,66,Male,2025-02-16,2026-06-20,UK,Standard,17.22,59.08,1,0,0,1,14.67
6166,55,Other,2024-02-24,2026-08-10,Canada,Standard,12.84,57.53,0,1,0,0,14.16
6167,19,Female,2026-06-05,2026-06-05,France,Standard,4.64,80.83,1,0,1,1,14.28
6168,53,Male,2026-01-08,2026-08-10,Ireland,Standard,1.39,81.85,0,0,0,0,14.02
6169,71,Female,2025-11-14,2026-08-19,Ireland,Basic,10.36,97.81,0,0,0,0,8.96
6170,43,Male,2023-10-12,2026-08-11,Ireland,Premium,5.22,15.97,0,0,0,0,18.39
6171,28,Female,2025-12-26,2026-08-10,USA,Standard,6.17,63.73,1,0,0,0,13.67
6172,25,Female,2026-03-28,2026-08-11,Ireland,Basic,25.37,23.46,0,0,0,0,8.93
6173,61,Male,2025-11-24,2026-08-16,Ireland,Basic,5.25,74.74,0,0,0,0,8.85
6174,57,Male,2025-01-01,2026-08-14,France,Standard,5.05,52.25,0,1,0,0,13.41
6175,60,Female,2024-07-15,2026-08-15,Germany,Basic,10.63,44.99,0,0,0,0,8.77
6176,39,Female,2025-02-28,2026-08-13,Australia,Standard,21.51,41.03,0,0,0,0,13.31
6177,37,Female,2026-02-16,2026-08-15,USA,Basic,12.06,32.46,0,0,0,0,9.12
6178,25,Male,2025-04-16,2026-08-13,Ireland,Standard,10.46,68.78,1,0,0,0,13.94
6179,46,Male,2024-05-21,2026-08-14,Australia,Basic,3.86,72.99,0,0,1,0,8.21
6180,57,Male,2024-10-05,2026-04-25,Ireland,Premium,10.81,47.92,1,0,0,1,18.37
6181,43,Female,2025-09-07,2026-05-11,UK,Premium,1.81,39.66,0,0,0,1,17.85
6182,47,Male,2025-04-26,2026-07-04,France,Premium,5.24,23.77,1,1,0,1,18.68
6183,34,Male,2024-12-21,2026-08-14,France,Basic,12.57,45.0,0,0,1,0,9.58
6184,37,Female,2025-03-12,2026-05-16,UK,Premium,1.0,74.19,0,0,0,1,17.75
6185,69,Female,2025-07-24,2026-04-27,Australia,Standard,3.47,16.31,1,0,1,1,13.99
6186,72,Male,2025-04-20,2026-08-11,France,Standard,9.54,46.02,1,0,0,0,13.75
6187,33,Male,2026-03-14,2026-08-19,USA,Basic,25.3,74.69,0,0,0,0,8.25
6188,63,Female,2023-08-23,2026-08-17,Germany,Standard,7.93,89.56,3,0,0,0,14.2
6189,60,Male,2024-04-30,2026-08-18,USA,Premium,14.4,67.07,0,1,0,0,17.98
6190,24,Male,2024-02-29,2026-08-11,USA,Basic,25.0,7.58,2,0,1,0,8.85
6191,33,Male,2025-08-05,2026-08-19,UK,Basic,10.25,42.04,0,0,0,0,8.93
6192,62,Female,2024-10-14,2026-08-13,UK,Basic,18.59,43.18,0,0,1,0,8.86
6193,64,Female,2025-04-25,2026-05-15,Germany,Basic,30.74,13.97,0,0,0,1,8.65
6194,73,Male,2026-04-03,2026-07-10,India,Standard,1.28,31.13,0,0,0,1,14.2
6195,65,Male,2024-12-21,2026-05-24,India,Premium,6.9,27.33,0,0,0,1,18.53
6196,44,Female,2025-11-22,2026-06-06,India,Basic,6.89,63.15,0,0,0,1,9.02
6197,70,Other,2024-12-07,2026-08-17,Ireland,Standard,5.62,39.3,2,0,0,0,13.57
6198,40,Female,2024-12-20,2026-05-06,Germany,Standard,1.61,45.02,2,0,0,1,13.5
6199,41,Other,2025-08-30,2026-08-13,Ireland,Basic,2.71,43.72,0,0,1,0,9.72
6200,26,Female,2025-07-15,2026-08-13,Australia,Standard,3.68,37.33,1,1,0,0,13.65
6201,52,Female,2026-04-07,2026-08-16,Australia,Basic,21.87,67.74,1,1,0,0,8.95
6202,68,Male,2026-04-14,2026-05-08,Canada,Standard,5.47,36.7,1,0,0,1,13.7
6203,37,Male,2026-04-16,2026-07-22,India,Basic,5.8,54.02,0,1,0,1,9.1
6204,54,Male,2026-06-05,2026-07-26,UK,Standard,8.96,54.11,1,0,0,1,14.27
6205,59,Female,2024-02-12,2026-08-17,Canada,Basic,17.1,55.46,0,1,1,0,8.9
6206,34,Female,2026-06-20,2026-07-17,Canada,Premium,5.59,54.83,1,0,0,1,17.95
6207,64,Female,2025-06-08,2026-08-19,UK,Premium,23.11,77.44,2,0,0,0,17.48
6208,48,Male,2024-08-04,2026-07-30,France,Basic,1.68,41.82,1,0,0,1,8.62
6209,72,Male,2024-10-15,2026-08-14,Canada,Standard,6.84,55.98,0,0,0,0,14.32
6210,74,Male,2024-08-22,2026-05-04,France,Basic,3.93,48.8,2,0,1,1,8.35
6211,25,Male,2023-11-21,2026-08-16,India,Standard,10.64,28.78,1,1,0,0,14.34
6212,32,Female,2024-08-19,2026-08-18,USA,Basic,1.96,62.56,3,0,0,0,8.43
6213,48,Female,2024-02-26,2026-08-17,France,Standard,10.9,67.93,0,0,0,0,14.5
6214,70,Male,2024-01-27,2026-08-13,Ireland,Basic,6.34,84.37,1,1,0,0,9.26
6215,47,Male,2024-05-03,2026-08-17,India,Basic,20.77,73.83,0,0,0,0,9.27
6216,63,Female,2024-11-29,2026-08-10,France,Basic,14.65,40.78,2,0,0,0,8.99
6217,37,Male,2023-11-27,2026-05-15,Germany,Basic,13.39,26.8,1,1,0,1,8.93
6218,56,Female,2024-10-26,2026-05-11,UK,Standard,9.07,34.12,3,1,0,1,14.0
6219,70,Male,2026-03-08,2026-08-12,USA,Basic,4.83,64.24,1,0,0,0,8.6
6220,72,Male,2025-08-27,2026-05-22,Australia,Premium,3.87,46.24,0,1,0,1,17.89
6221,29,Male,2026-01-03,2026-08-19,Germany,Standard,5.35,38.83,0,0,0,0,13.44
6222,66,Male,2024-09-06,2026-08-13,Germany,Basic,6.15,52.38,0,1,1,0,8.97
6223,34,Female,2026-03-19,2026-08-16,France,Standard,5.35,37.4,1,1,0,0,13.77
6224,59,Male,2024-06-27,2026-08-12,Germany,Standard,5.37,48.12,1,1,0,0,14.31
6225,47,Male,2025-07-04,2026-05-09,Canada,Standard,5.24,14.27,0,1,0,1,14.13
6226,46,Male,2024-12-27,2026-08-19,Canada,Standard,6.92,63.14,1,0,1,0,13.91
6227,36,Male,2023-08-21,2026-08-15,Canada,Basic,7.55,78.77,1,0,0,0,9.23
6228,63,Male,2024-05-14,2026-08-18,India,Basic,12.67,62.96,0,1,0,0,9.09
6229,28,Female,2024-02-11,2026-08-14,France,Standard,3.66,52.19,0,1,0,0,14.07
6230,51,Female,2026-01-26,2026-05-26,Canada,Premium,5.48,69.57,0,0,0,1,17.97
6231,67,Female,2025-07-06,2026-08-10,USA,Premium,7.67,57.36,2,1,0,0,18.18
6232,24,Male,2026-02-06,2026-05-21,Canada,Basic,3.64,41.44,2,0,1,1,8.76
6233,61,Male,2024-06-17,2026-05-07,France,Standard,1.63,43.17,2,0,0,1,14.29
6234,51,Male,2024-11-13,2026-08-17,UK,Premium,13.18,47.0,1,0,0,0,18.27
6235,37,Male,2026-01-29,2026-06-23,Germany,Basic,7.92,24.9,1,0,0,1,9.24
6236,67,Female,2024-06-18,2026-08-10,USA,Standard,4.99,81.27,1,0,1,0,14.12
6237,55,Female,2024-11-09,2026-08-11,France,Standard,12.05,53.16,1,0,0,0,14.13
6238,41,Female,2024-09-24,2026-08-13,Australia,Standard,10.85,72.43,1,0,0,0,14.26
6239,27,Male,2024-03-14,2026-08-17,Canada,Standard,10.15,33.73,1,1,1,0,14.41
6240,49,Male,2025-01-11,2026-08-18,Australia,Premium,18.61,78.21,1,0,1,0,17.88
6241,69,Female,2024-10-22,2026-08-19,Germany,Basic,4.72,51.9,0,1,1,0,8.65
6242,32,Male,2025-12-18,2026-08-18,USA,Standard,5.27,19.41,1,1,0,0,13.83
6243,54,Female,2026-02-27,2026-08-17,Germany,Basic,6.82,96.04,1,1,1,0,8.37
6244,37,Female,2024-11-09,2026-08-15,Australia,Standard,12.65,74.58,1,0,0,0,14.07
6245,20,Female,2023-10-17,2026-08-16,India,Premium,1.12,69.12,0,0,0,0,18.29
6246,54,Female,2025-08-01,2026-08-11,USA,Standard,13.18,88.46,2,0,0,0,13.89
6247,74,Male,2025-10-13,2026-07-21,Ireland,Basic,6.12,43.5,0,1,1,1,8.79
6248,57,Male,2024-04-05,2026-08-15,India,Standard,4.33,58.52,1,1,1,0,13.85
6249,25,Male,2025-06-26,2026-08-14,USA,Basic,20.75,52.99,1,0,1,0,9.4
6250,57,Female,2025-10-29,2026-08-11,Canada,Basic,7.34,26.73,2,1,0,0,9.45
6251,61,Male,2026-07-15,2026-07-15,France,Standard,17.62,44.82,0,0,0,1,14.78
6252,73,Female,2024-01-20,2026-08-12,Australia,Standard,1.68,26.02,1,1,0,0,13.51
6253,40,Female,2026-02-03,2026-08-03,Germany,Standard,0.93,43.79,1,0,0,1,13.76
6254,57,Female,2025-07-31,2026-08-16,France,Standard,5.83,23.79,3,1,1,0,14.18
6255,28,Male,2026-01-29,2026-05-28,Germany,Basic,9.91,30.95,1,1,0,1,9.1
